run;selection_mode;model;corruption_type;corruption_level;accuracy;precision;recall;f1_score
0;all;RandomForest;gaussian_noise;0.5;0.9385964912280702;0.972972972972973;0.8571428571428571;0.9113924050632911
0;all;RandomForest;gaussian_noise;0.55;0.956140350877193;0.9743589743589743;0.9047619047619048;0.9382716049382716
0;all;RandomForest;gaussian_noise;0.6;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;gaussian_noise;0.65;0.956140350877193;1.0;0.8809523809523809;0.9367088607594937
0;all;RandomForest;gaussian_noise;0.7;0.956140350877193;1.0;0.8809523809523809;0.9367088607594937
0;all;RandomForest;gaussian_noise;0.75;0.956140350877193;0.9512195121951219;0.9285714285714286;0.9397590361445783
0;all;RandomForest;gaussian_noise;0.8;0.9385964912280702;0.9487179487179487;0.8809523809523809;0.9135802469135802
0;all;RandomForest;gaussian_noise;0.85;0.9210526315789473;1.0;0.7857142857142857;0.88
0;all;RandomForest;gaussian_noise;0.9;0.868421052631579;1.0;0.6428571428571429;0.782608695652174
0;all;RandomForest;gaussian_noise;0.95;0.8859649122807017;0.967741935483871;0.7142857142857143;0.821917808219178
0;all;RandomForest;outliers;0.0;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;outliers;0.05;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;outliers;0.1;0.9649122807017544;1.0;0.9047619047619048;0.95
0;all;RandomForest;outliers;0.15;0.9736842105263158;1.0;0.9285714285714286;0.9629629629629629
0;all;RandomForest;outliers;0.2;0.9649122807017544;0.975;0.9285714285714286;0.9512195121951219
0;all;RandomForest;outliers;0.25;0.956140350877193;0.9743589743589743;0.9047619047619048;0.9382716049382716
0;all;RandomForest;outliers;0.3;0.9649122807017544;0.975;0.9285714285714286;0.9512195121951219
0;all;RandomForest;outliers;0.35;0.9385964912280702;0.9487179487179487;0.8809523809523809;0.9135802469135802
0;all;RandomForest;outliers;0.4;0.9649122807017544;1.0;0.9047619047619048;0.95
